index,track_id,track_name,artist_id,artist_name,album_id,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,playlist_id,playlist_name,predicted_genre_id,predicted_genre_prob,predicted_genre,classification_probability
17,1wPUfVXrpVjPa8b91KwLAC,Nandito Ako - Instrumental,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,4oif6qMFEOF3E6uf0bvDOV,269586,2012-01-01,4,0.684,0.0948,1,-19.83,0,0.0759,0.899,0.789,0.107,0.218,139.892,1wPUfVXrpVjPa8b91KwLAC,1wPUfVXrpVjPa8b91KwLAC,1,0.5901389718055725,Classical,59.01389718055725%
69,6SAdNS3NzG8PGHnRAIT6sg,I Wanna Kiss You,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,53Vzv0bR02zAV9S2bsCyFc,164400,2020-10-09,15,0.485,0.367,11,-12.894,1,0.0335,0.0359,0.0,0.0349,0.788,199.835,6SAdNS3NzG8PGHnRAIT6sg,6SAdNS3NzG8PGHnRAIT6sg,5,0.5858168601989746,Rock,58.58168601989746%
0,2pAFgfaNVioQGhC0jhtcsG,Ipagpatawad Mo,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,5jzfPxlD5UD4Aw3cEnelcC,239333,2012-01-01,29,0.622,0.522,6,-9.099,0,0.0323,0.672,0.000184,0.102,0.375,139.938,2pAFgfaNVioQGhC0jhtcsG,2pAFgfaNVioQGhC0jhtcsG,3,0.5855234861373901,Acoustic,58.552348613739014%
59,4hTnrPQ0EsUed8vXq4tkan,In Love Ako Sa 'Yo,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,4EQ7a4ztLVN5OUgxJJVIxY,220866,2002-06-01,10,0.629,0.56,6,-7.553,1,0.023,0.514,0.0,0.101,0.458,104.963,4hTnrPQ0EsUed8vXq4tkan,4hTnrPQ0EsUed8vXq4tkan,5,0.5557156205177307,Rock,55.57156205177307%
178,72OYzOOhWOakn1o9dAEcgE,"Maligayang Pasko, Mahal Kita",3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,4C4T82rf97bWUn9lYjW2Vh,264040,2015-11-13,0,0.695,0.492,4,-8.824,1,0.0332,0.36,0.000882,0.128,0.49,150.067,72OYzOOhWOakn1o9dAEcgE,72OYzOOhWOakn1o9dAEcgE,5,0.5249171853065491,Rock,52.49171853065491%
30,2WTu0omgDUeO5pBismnvlb,Dude,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,4aW4RCeWwmde6JSVjDUgaD,270666,2010-01-01,2,0.439,0.579,0,-6.618,1,0.053,0.693,6.86e-06,0.179,0.717,204.353,2WTu0omgDUeO5pBismnvlb,2WTu0omgDUeO5pBismnvlb,4,0.5148249864578247,R&B,51.48249864578247%
15,4zDoXmzC2qDpb3TVFTnpYJ,Tuloy Pa Rin - Instrumental,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,4oif6qMFEOF3E6uf0bvDOV,236333,2012-01-01,3,0.785,0.533,7,-7.372,1,0.0434,0.599,0.82,0.101,0.339,110.02,4zDoXmzC2qDpb3TVFTnpYJ,4zDoXmzC2qDpb3TVFTnpYJ,1,0.5089031457901001,Classical,50.89031457901001%
57,266fCHji9DlHmj4MEH24Xg,Sasayaw Ako,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,4EQ7a4ztLVN5OUgxJJVIxY,279933,2002-06-01,0,0.6,0.74,2,-8.367,0,0.0532,0.0845,0.0,0.17,0.64,122.314,266fCHji9DlHmj4MEH24Xg,266fCHji9DlHmj4MEH24Xg,5,0.5044757723808289,Rock,50.447577238082886%
12,67ZqWdi9kwy4HYu9eZxUL2,Ipagpatawad Mo - Instrumental,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,4oif6qMFEOF3E6uf0bvDOV,238720,2012-01-01,7,0.669,0.463,6,-10.314,0,0.0295,0.614,0.53,0.098,0.278,140.049,67ZqWdi9kwy4HYu9eZxUL2,67ZqWdi9kwy4HYu9eZxUL2,5,0.5040276050567627,Rock,50.40276050567627%
66,1LsiUfQrvGHewEnzyipf6j,Love At First Sight,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,4EQ7a4ztLVN5OUgxJJVIxY,218720,2002-06-01,1,0.597,0.603,6,-5.559,1,0.0244,0.584,0.0,0.099,0.639,95.071,1LsiUfQrvGHewEnzyipf6j,1LsiUfQrvGHewEnzyipf6j,5,0.49892857670783997,Rock,49.892857670784%
27,4M6YrTyOE1PWLIx1bqVcaA,In You,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,4aW4RCeWwmde6JSVjDUgaD,292800,2010-01-01,7,0.586,0.698,9,-5.965,1,0.0442,0.743,0.0123,0.111,0.515,87.603,4M6YrTyOE1PWLIx1bqVcaA,4M6YrTyOE1PWLIx1bqVcaA,3,0.4971071183681488,Acoustic,49.71071183681488%
9,5U2YOPnIrggKoelaNJVLkj,Miss Kita,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,5jzfPxlD5UD4Aw3cEnelcC,295626,2012-01-01,9,0.588,0.619,1,-6.5,1,0.0737,0.69,0.000269,0.316,0.631,169.919,5U2YOPnIrggKoelaNJVLkj,5U2YOPnIrggKoelaNJVLkj,4,0.4821787178516388,R&B,48.21787178516388%
21,5otfMfCkxtpG9JKeuINH5h,Miss Kita - Instrumental,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,4oif6qMFEOF3E6uf0bvDOV,298786,2012-01-01,1,0.721,0.574,1,-7.488,1,0.0415,0.696,0.8,0.348,0.502,85.006,5otfMfCkxtpG9JKeuINH5h,5otfMfCkxtpG9JKeuINH5h,5,0.4587571620941162,Rock,45.87571620941162%
67,2eBPqjjEk3OXdObmcICE2l,May Aasahan Ba,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,4EQ7a4ztLVN5OUgxJJVIxY,267506,2002-06-01,0,0.651,0.633,1,-7.101,0,0.0356,0.493,0.0,0.17,0.522,132.243,2eBPqjjEk3OXdObmcICE2l,2eBPqjjEk3OXdObmcICE2l,5,0.4473653733730316,Rock,44.73653733730316%
64,4KJVryttL1duMPn0gqWVM7,Tunay Na Tunay,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,4EQ7a4ztLVN5OUgxJJVIxY,294906,2002-06-01,6,0.56,0.478,6,-9.035,0,0.0289,0.318,0.0,0.0539,0.451,79.999,4KJVryttL1duMPn0gqWVM7,4KJVryttL1duMPn0gqWVM7,5,0.43729403614997864,Rock,43.729403614997864%
62,0PhKUUh0XzAHev6opemDtH,'Di Na Mapigilan,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,4EQ7a4ztLVN5OUgxJJVIxY,263186,2002-06-01,1,0.567,0.52,2,-8.33,1,0.0433,0.105,0.0,0.091,0.558,171.918,0PhKUUh0XzAHev6opemDtH,0PhKUUh0XzAHev6opemDtH,5,0.4360913932323456,Rock,43.60913932323456%
24,079YDRVV6NaioJUkWD1YWG,Try,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,4aW4RCeWwmde6JSVjDUgaD,224240,2010-01-01,2,0.483,0.584,8,-5.096,0,0.0329,0.626,2.44e-05,0.111,0.308,139.733,079YDRVV6NaioJUkWD1YWG,079YDRVV6NaioJUkWD1YWG,4,0.4269959628582001,R&B,42.69959628582001%
61,3RYkG7WmnRK6HSejhCo7jw,Ikaw Lang Para Sa Akin,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,4EQ7a4ztLVN5OUgxJJVIxY,259746,2002-06-01,8,0.394,0.561,0,-5.758,1,0.0403,0.63,0.0,0.0645,0.543,200.132,3RYkG7WmnRK6HSejhCo7jw,3RYkG7WmnRK6HSejhCo7jw,4,0.34298738837242126,R&B,34.29873883724213%
71,3V8UIN1Xli8KmgyevIle2Y,Awit Ko Na Naisulat Dahil Sa Kagandahan Mo,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,5S0ZDnuNJpjlN9YiHYpsCW,236419,2020-07-10,12,0.689,0.7,7,-7.555,1,0.0469,0.474,0.000806,0.0882,0.673,100.066,3V8UIN1Xli8KmgyevIle2Y,3V8UIN1Xli8KmgyevIle2Y,5,0.32552486658096313,Rock,32.55248665809631%
36,68qOOLUg9yKjwI6LlBMXbV,Kundiman,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,1maIgsJ7htTqCDrhe8aucE,220360,2008-08-09,8,0.731,0.576,11,-12.084,1,0.0547,0.638,0.45,0.115,0.879,103.9,68qOOLUg9yKjwI6LlBMXbV,68qOOLUg9yKjwI6LlBMXbV,4,0.3027362823486328,R&B,30.27362823486328%
